,time,temperature_2m,relative_humidity_2m,precipitation,surface_pressure
0,2022-01-01T00:00,18.0,96,0.0,906.6
1,2022-01-01T01:00,18.2,95,0.1,907.4
2,2022-01-01T02:00,18.0,96,0.1,907.2
3,2022-01-01T03:00,17.9,97,0.3,906.5
4,2022-01-01T04:00,17.8,98,1.0,905.9
5,2022-01-01T05:00,17.8,98,0.9,905.7
6,2022-01-01T06:00,17.3,98,1.4,905.6
7,2022-01-01T07:00,17.2,98,2.1,905.7
8,2022-01-01T08:00,17.2,99,10.9,906.0
9,2022-01-01T09:00,17.4,97,3.8,907.3
10,2022-01-01T10:00,17.6,97,0.5,907.7
11,2022-01-01T11:00,17.6,97,1.2,907.9
12,2022-01-01T12:00,17.7,97,1.0,908.1
13,2022-01-01T13:00,18.3,96,0.5,908.2
14,2022-01-01T14:00,18.6,96,0.4,908.0
15,2022-01-01T15:00,19.1,96,0.4,907.5
16,2022-01-01T16:00,20.0,92,0.5,907.1
17,2022-01-01T17:00,20.8,90,0.9,907.0
18,2022-01-01T18:00,20.5,90,0.7,906.3
19,2022-01-01T19:00,21.5,85,0.8,906.3
20,2022-01-01T20:00,21.3,87,1.7,906.4
21,2022-01-01T21:00,19.8,91,2.3,905.9
22,2022-01-01T22:00,18.4,95,2.6,906.3
23,2022-01-01T23:00,18.2,97,3.1,907.3
24,2022-01-02T00:00,18.1,98,2.4,908.1
25,2022-01-02T01:00,18.1,97,1.2,908.8
26,2022-01-02T02:00,18.0,97,0.3,908.8
27,2022-01-02T03:00,17.8,98,0.1,908.1
28,2022-01-02T04:00,17.6,98,0.5,907.7
29,2022-01-02T05:00,17.5,98,0.0,907.5
30,2022-01-02T06:00,17.4,98,0.0,907.5
31,2022-01-02T07:00,17.4,98,0.0,907.7
32,2022-01-02T08:00,17.2,98,0.0,908.4
33,2022-01-02T09:00,17.5,97,0.0,909.5
34,2022-01-02T10:00,17.9,97,0.1,910.0
35,2022-01-02T11:00,18.0,96,0.4,910.4
36,2022-01-02T12:00,18.3,96,0.5,910.4
37,2022-01-02T13:00,18.3,96,0.2,910.4
38,2022-01-02T14:00,18.6,92,0.0,910.0
39,2022-01-02T15:00,18.7,92,0.1,909.4
40,2022-01-02T16:00,18.6,93,0.1,908.8
41,2022-01-02T17:00,18.3,95,0.1,908.0
42,2022-01-02T18:00,19.1,94,0.0,907.1
43,2022-01-02T19:00,21.0,85,0.0,906.9
44,2022-01-02T20:00,21.7,84,0.1,906.9
45,2022-01-02T21:00,21.3,89,0.0,907.0
46,2022-01-02T22:00,19.4,93,0.0,907.4
47,2022-01-02T23:00,18.7,94,0.0,907.8
48,2022-01-03T00:00,18.3,95,0.0,908.3
49,2022-01-03T01:00,17.9,95,0.0,908.7
50,2022-01-03T02:00,17.7,95,0.0,908.5
51,2022-01-03T03:00,17.5,96,0.0,908.0
52,2022-01-03T04:00,17.3,96,0.0,907.6
53,2022-01-03T05:00,17.1,97,0.5,907.3
54,2022-01-03T06:00,17.2,97,1.1,907.5
55,2022-01-03T07:00,17.1,97,1.0,907.8
56,2022-01-03T08:00,17.8,97,0.0,908.6
57,2022-01-03T09:00,18.1,97,0.0,909.4
58,2022-01-03T10:00,18.6,97,0.6,909.9
59,2022-01-03T11:00,19.4,95,0.1,910.2
60,2022-01-03T12:00,20.2,92,0.3,910.0
61,2022-01-03T13:00,20.8,90,0.3,909.7
62,2022-01-03T14:00,20.9,90,0.3,908.8
63,2022-01-03T15:00,22.0,89,1.0,908.3
64,2022-01-03T16:00,21.5,89,0.9,907.3
65,2022-01-03T17:00,21.9,87,0.7,906.8
66,2022-01-03T18:00,21.7,87,0.1,905.9
67,2022-01-03T19:00,21.7,86,0.0,905.4
68,2022-01-03T20:00,22.0,85,0.0,905.6
69,2022-01-03T21:00,21.6,89,0.0,905.7
70,2022-01-03T22:00,19.4,95,0.0,905.8
71,2022-01-03T23:00,18.7,96,0.4,906.1
72,2022-01-04T00:00,18.4,95,0.0,906.8
73,2022-01-04T01:00,18.3,95,0.0,907.4
74,2022-01-04T02:00,18.0,95,0.0,907.3
75,2022-01-04T03:00,17.8,96,0.0,906.9
76,2022-01-04T04:00,17.6,97,0.0,906.0
77,2022-01-04T05:00,17.3,97,0.0,905.6
78,2022-01-04T06:00,17.9,96,0.1,905.7
79,2022-01-04T07:00,17.9,97,0.1,905.7
80,2022-01-04T08:00,18.0,97,0.4,906.2
81,2022-01-04T09:00,18.3,97,0.1,907.0
82,2022-01-04T10:00,18.7,96,0.1,907.4
83,2022-01-04T11:00,19.0,96,0.6,907.6
84,2022-01-04T12:00,19.0,97,0.7,907.6
85,2022-01-04T13:00,19.1,97,0.7,907.7
86,2022-01-04T14:00,19.5,95,0.2,907.5
87,2022-01-04T15:00,21.9,86,0.4,907.7
88,2022-01-04T16:00,19.9,92,0.1,906.6
89,2022-01-04T17:00,19.2,95,0.3,905.6
90,2022-01-04T18:00,19.7,94,0.0,905.0
91,2022-01-04T19:00,21.9,88,0.6,905.3
92,2022-01-04T20:00,20.8,92,0.8,905.0
93,2022-01-04T21:00,19.9,94,1.5,905.0
94,2022-01-04T22:00,19.4,95,1.2,905.4
95,2022-01-04T23:00,18.7,97,1.5,905.7
96,2022-01-05T00:00,18.8,97,0.8,906.2
97,2022-01-05T01:00,19.1,96,0.1,906.8
98,2022-01-05T02:00,19.1,96,0.1,906.8
99,2022-01-05T03:00,18.8,96,0.7,906.0
100,2022-01-05T04:00,18.6,97,1.5,905.3
101,2022-01-05T05:00,18.6,97,1.6,905.1
102,2022-01-05T06:00,18.8,97,1.5,904.5
103,2022-01-05T07:00,18.7,98,3.1,904.7
104,2022-01-05T08:00,18.8,97,0.7,905.2
105,2022-01-05T09:00,18.9,97,0.1,906.0
106,2022-01-05T10:00,19.5,96,0.1,906.6
107,2022-01-05T11:00,19.3,97,0.3,906.7
108,2022-01-05T12:00,19.5,97,0.5,906.5
109,2022-01-05T13:00,19.4,97,0.7,906.4
110,2022-01-05T14:00,21.2,94,0.7,906.4
111,2022-01-05T15:00,20.6,94,1.0,905.6
112,2022-01-05T16:00,21.0,93,0.4,905.3
113,2022-01-05T17:00,23.0,87,0.7,905.2
114,2022-01-05T18:00,22.5,89,0.9,904.1
115,2022-01-05T19:00,21.9,92,1.3,903.7
116,2022-01-05T20:00,21.3,94,1.4,903.6
117,2022-01-05T21:00,21.0,93,1.5,903.7
118,2022-01-05T22:00,20.0,93,1.7,903.9
119,2022-01-05T23:00,20.0,92,0.6,904.5
120,2022-01-06T00:00,19.0,96,1.5,904.8
121,2022-01-06T01:00,18.7,97,1.2,905.5
122,2022-01-06T02:00,18.7,98,0.8,905.8
123,2022-01-06T03:00,18.6,98,0.5,905.4
124,2022-01-06T04:00,18.4,98,0.2,904.8
125,2022-01-06T05:00,18.3,98,0.0,904.6
126,2022-01-06T06:00,18.3,98,0.0,904.4
127,2022-01-06T07:00,18.2,98,0.0,904.2
128,2022-01-06T08:00,18.2,98,0.0,904.7
129,2022-01-06T09:00,18.4,97,0.0,905.5
130,2022-01-06T10:00,18.9,97,0.1,905.9
131,2022-01-06T11:00,19.1,97,0.2,906.2
132,2022-01-06T12:00,20.1,93,0.0,906.6
133,2022-01-06T13:00,21.7,88,0.1,907.0
134,2022-01-06T14:00,22.4,85,0.1,906.8
135,2022-01-06T15:00,21.9,89,0.8,906.1
136,2022-01-06T16:00,20.5,94,0.6,905.3
137,2022-01-06T17:00,21.1,92,0.5,905.0
138,2022-01-06T18:00,23.5,79,0.0,904.9
139,2022-01-06T19:00,24.2,75,0.0,904.7
140,2022-01-06T20:00,22.4,88,0.8,904.4
141,2022-01-06T21:00,20.6,92,1.7,904.1
142,2022-01-06T22:00,19.9,93,1.6,904.5
143,2022-01-06T23:00,19.7,94,1.2,904.9
144,2022-01-07T00:00,19.5,93,0.3,905.7
145,2022-01-07T01:00,19.2,94,0.1,906.6
146,2022-01-07T02:00,18.6,96,0.9,906.8
147,2022-01-07T03:00,18.3,97,0.6,906.1
148,2022-01-07T04:00,18.2,97,0.0,905.7
149,2022-01-07T05:00,18.2,97,0.0,905.4
150,2022-01-07T06:00,18.1,97,0.1,905.2
151,2022-01-07T07:00,18.1,97,0.0,905.2
152,2022-01-07T08:00,18.1,97,0.0,905.7
153,2022-01-07T09:00,18.3,97,0.0,906.4
154,2022-01-07T10:00,18.5,97,0.0,906.8
155,2022-01-07T11:00,18.9,96,0.0,907.0
156,2022-01-07T12:00,18.8,97,0.2,907.0
157,2022-01-07T13:00,18.8,97,0.5,907.3
158,2022-01-07T14:00,19.0,96,0.5,907.3
159,2022-01-07T15:00,19.7,94,0.3,907.1
160,2022-01-07T16:00,20.2,91,0.6,907.0
161,2022-01-07T17:00,19.3,95,1.1,906.4
162,2022-01-07T18:00,20.0,94,0.8,905.4
163,2022-01-07T19:00,19.3,95,0.4,904.9
164,2022-01-07T20:00,19.0,95,0.9,905.2
165,2022-01-07T21:00,18.5,96,1.0,905.9
166,2022-01-07T22:00,18.1,96,0.3,906.5
167,2022-01-07T23:00,17.9,96,0.1,907.0
168,2022-01-08T00:00,17.8,97,0.3,907.3
169,2022-01-08T01:00,17.8,98,0.3,907.8
170,2022-01-08T02:00,17.8,98,0.5,907.6
171,2022-01-08T03:00,17.9,98,0.5,907.1
172,2022-01-08T04:00,17.9,98,0.1,906.7
173,2022-01-08T05:00,17.8,97,0.2,906.4
174,2022-01-08T06:00,17.6,97,0.1,905.9
175,2022-01-08T07:00,17.5,96,0.0,905.9
176,2022-01-08T08:00,17.4,96,0.0,906.4
177,2022-01-08T09:00,17.3,95,0.0,907.1
178,2022-01-08T10:00,17.3,96,0.0,907.4
179,2022-01-08T11:00,18.1,93,0.0,907.8
180,2022-01-08T12:00,19.7,88,0.0,908.2
181,2022-01-08T13:00,20.1,86,0.0,908.2
182,2022-01-08T14:00,20.9,83,0.0,908.0
183,2022-01-08T15:00,21.4,81,0.0,907.5
184,2022-01-08T16:00,22.2,78,0.0,907.2
185,2022-01-08T17:00,23.3,74,0.0,907.1
186,2022-01-08T18:00,23.7,73,0.0,906.8
187,2022-01-08T19:00,23.4,75,0.3,906.3
188,2022-01-08T20:00,21.7,86,1.7,906.1
189,2022-01-08T21:00,19.3,91,1.0,906.3
190,2022-01-08T22:00,18.3,94,0.1,907.0
191,2022-01-08T23:00,17.9,95,0.1,907.6
192,2022-01-09T00:00,17.7,96,0.1,908.1
193,2022-01-09T01:00,17.7,95,0.0,908.7
194,2022-01-09T02:00,17.5,95,0.0,908.7
195,2022-01-09T03:00,17.2,96,0.0,908.2
196,2022-01-09T04:00,17.3,96,0.0,907.6
197,2022-01-09T05:00,16.9,97,0.0,906.9
198,2022-01-09T06:00,16.9,97,0.0,906.9
199,2022-01-09T07:00,17.0,97,0.1,907.1
200,2022-01-09T08:00,17.0,97,0.0,907.7
201,2022-01-09T09:00,17.1,96,0.1,908.6
202,2022-01-09T10:00,17.2,97,0.5,909.0
203,2022-01-09T11:00,17.3,97,0.3,909.3
204,2022-01-09T12:00,18.1,94,0.3,909.7
205,2022-01-09T13:00,18.6,93,0.2,909.7
206,2022-01-09T14:00,18.6,93,0.1,909.6
207,2022-01-09T15:00,18.2,95,0.2,909.0
208,2022-01-09T16:00,18.3,95,0.8,908.9
209,2022-01-09T17:00,18.1,96,0.9,908.6
210,2022-01-09T18:00,18.1,95,0.3,907.4
211,2022-01-09T19:00,17.4,96,0.7,907.0
212,2022-01-09T20:00,18.1,93,0.0,907.3
213,2022-01-09T21:00,17.3,94,0.0,907.1
214,2022-01-09T22:00,17.0,95,0.0,907.4
215,2022-01-09T23:00,16.9,96,0.0,907.7
216,2022-01-10T00:00,16.5,97,0.0,907.6
217,2022-01-10T01:00,16.7,96,0.0,908.3
218,2022-01-10T02:00,16.8,96,0.0,908.1
219,2022-01-10T03:00,16.8,96,0.0,907.3
220,2022-01-10T04:00,16.4,98,0.4,906.7
221,2022-01-10T05:00,16.4,98,0.5,906.1
222,2022-01-10T06:00,16.2,97,0.1,906.0
223,2022-01-10T07:00,15.8,98,0.0,905.7
224,2022-01-10T08:00,15.5,97,0.0,906.4
225,2022-01-10T09:00,16.5,97,0.0,907.3
226,2022-01-10T10:00,17.0,95,0.0,907.8
227,2022-01-10T11:00,17.1,96,0.0,907.9
228,2022-01-10T12:00,17.8,95,0.0,907.9
229,2022-01-10T13:00,18.7,91,0.0,907.9
230,2022-01-10T14:00,19.7,89,0.0,907.4
231,2022-01-10T15:00,22.8,80,0.1,907.5
232,2022-01-10T16:00,23.1,79,0.8,906.9
233,2022-01-10T17:00,22.8,82,0.9,906.4
234,2022-01-10T18:00,22.5,84,1.2,906.1
235,2022-01-10T19:00,22.0,86,1.0,905.6
236,2022-01-10T20:00,19.6,95,2.6,904.6
237,2022-01-10T21:00,19.5,94,0.8,904.8
238,2022-01-10T22:00,18.9,95,1.4,905.4
239,2022-01-10T23:00,18.8,95,0.8,906.0
240,2022-01-11T00:00,18.7,93,0.6,906.7
241,2022-01-11T01:00,18.2,97,1.2,907.5
242,2022-01-11T02:00,17.9,98,0.9,907.5
243,2022-01-11T03:00,17.8,98,0.6,906.9
244,2022-01-11T04:00,17.7,99,0.6,906.5
245,2022-01-11T05:00,17.8,99,1.4,906.0
246,2022-01-11T06:00,17.8,99,2.7,905.8
247,2022-01-11T07:00,18.0,98,1.5,905.8
248,2022-01-11T08:00,17.7,97,0.0,906.1
249,2022-01-11T09:00,17.7,97,0.0,907.1
250,2022-01-11T10:00,18.3,95,0.0,907.8
251,2022-01-11T11:00,18.4,93,0.0,908.0
252,2022-01-11T12:00,19.0,89,0.0,908.2
253,2022-01-11T13:00,20.7,84,0.1,908.9
254,2022-01-11T14:00,21.8,82,0.5,908.7
255,2022-01-11T15:00,22.2,81,0.8,908.2
256,2022-01-11T16:00,21.4,88,1.9,907.7
257,2022-01-11T17:00,19.6,94,1.8,906.7
258,2022-01-11T18:00,19.8,95,0.2,906.5
259,2022-01-11T19:00,20.8,91,1.1,906.4
260,2022-01-11T20:00,19.6,95,2.4,906.3
261,2022-01-11T21:00,19.0,97,1.4,906.7
262,2022-01-11T22:00,18.8,97,0.3,907.3
263,2022-01-11T23:00,18.1,96,0.1,907.7
264,2022-01-12T00:00,18.4,97,0.0,908.3
265,2022-01-12T01:00,17.7,97,0.0,908.7
266,2022-01-12T02:00,17.7,97,0.0,908.9
267,2022-01-12T03:00,17.6,97,0.0,908.6
268,2022-01-12T04:00,17.6,98,0.0,908.4
269,2022-01-12T05:00,17.4,98,0.4,908.1
270,2022-01-12T06:00,17.1,97,0.0,908.0
271,2022-01-12T07:00,16.9,97,0.0,908.2
272,2022-01-12T08:00,17.3,97,0.0,908.8
273,2022-01-12T09:00,17.8,97,0.0,909.7
274,2022-01-12T10:00,18.6,94,0.0,910.4
275,2022-01-12T11:00,19.2,93,0.0,910.7
276,2022-01-12T12:00,21.1,87,0.3,910.8
277,2022-01-12T13:00,21.5,85,0.3,910.5
278,2022-01-12T14:00,22.4,82,0.6,910.4
279,2022-01-12T15:00,23.1,79,0.8,910.1
280,2022-01-12T16:00,23.9,75,0.4,909.9
281,2022-01-12T17:00,24.1,73,0.1,909.7
282,2022-01-12T18:00,24.0,75,0.4,909.2
283,2022-01-12T19:00,23.7,77,0.5,908.9
284,2022-01-12T20:00,22.8,85,0.8,908.9
285,2022-01-12T21:00,22.1,87,0.9,909.1
286,2022-01-12T22:00,20.1,88,0.3,909.6
287,2022-01-12T23:00,19.4,90,0.0,910.4
288,2022-01-13T00:00,18.9,92,0.0,910.6
289,2022-01-13T01:00,18.6,93,0.1,911.1
290,2022-01-13T02:00,18.4,94,0.4,911.2
291,2022-01-13T03:00,17.8,96,1.6,910.9
292,2022-01-13T04:00,17.6,97,0.6,910.6
293,2022-01-13T05:00,17.4,97,0.3,910.5
294,2022-01-13T06:00,17.3,97,0.1,910.5
295,2022-01-13T07:00,17.1,97,0.0,910.5
296,2022-01-13T08:00,16.9,97,0.3,910.9
297,2022-01-13T09:00,17.3,97,0.4,911.8
298,2022-01-13T10:00,18.8,94,0.4,912.6
299,2022-01-13T11:00,19.9,92,0.0,913.0
300,2022-01-13T12:00,21.7,87,0.0,913.4
301,2022-01-13T13:00,23.8,81,1.3,913.6
302,2022-01-13T14:00,25.1,75,0.9,913.9
303,2022-01-13T15:00,25.7,70,0.7,913.5
304,2022-01-13T16:00,26.5,69,0.9,913.2
305,2022-01-13T17:00,26.0,68,1.0,912.7
306,2022-01-13T18:00,25.8,70,0.4,912.6
307,2022-01-13T19:00,25.8,69,0.1,912.4
308,2022-01-13T20:00,25.4,72,0.4,912.3
309,2022-01-13T21:00,23.8,82,0.5,912.3
310,2022-01-13T22:00,21.1,85,0.8,912.3
311,2022-01-13T23:00,19.7,89,1.8,912.6
312,2022-01-14T00:00,19.1,92,1.2,913.3
313,2022-01-14T01:00,19.1,92,0.3,914.0
314,2022-01-14T02:00,18.9,93,0.1,914.0
315,2022-01-14T03:00,18.7,94,0.0,913.8
316,2022-01-14T04:00,18.5,95,0.0,913.3
317,2022-01-14T05:00,18.3,96,0.0,913.2
318,2022-01-14T06:00,18.2,96,0.0,913.0
319,2022-01-14T07:00,18.1,96,0.0,913.1
320,2022-01-14T08:00,17.8,96,0.0,913.4
321,2022-01-14T09:00,18.0,96,0.0,914.2
322,2022-01-14T10:00,19.7,93,0.0,915.1
323,2022-01-14T11:00,21.3,89,0.0,915.7
324,2022-01-14T12:00,22.8,84,0.0,916.1
325,2022-01-14T13:00,24.4,77,0.0,916.3
326,2022-01-14T14:00,25.5,71,0.1,916.1
327,2022-01-14T15:00,26.9,65,0.1,915.7
328,2022-01-14T16:00,27.6,60,0.0,915.1
329,2022-01-14T17:00,28.1,58,0.0,914.5
330,2022-01-14T18:00,28.3,57,0.0,914.3
331,2022-01-14T19:00,28.2,59,0.0,914.1
332,2022-01-14T20:00,27.4,70,0.0,914.0
333,2022-01-14T21:00,24.5,78,0.1,913.8
334,2022-01-14T22:00,21.9,82,0.0,913.8
335,2022-01-14T23:00,20.8,84,0.0,914.1
336,2022-01-15T00:00,20.4,83,0.0,914.7
337,2022-01-15T01:00,20.1,83,0.0,915.2
338,2022-01-15T02:00,19.8,84,0.0,915.2
339,2022-01-15T03:00,19.2,88,0.0,914.9
340,2022-01-15T04:00,18.7,91,0.0,914.4
341,2022-01-15T05:00,18.2,93,0.3,913.8
342,2022-01-15T06:00,18.2,94,0.0,913.4
343,2022-01-15T07:00,18.0,95,0.0,913.5
344,2022-01-15T08:00,17.9,95,0.0,913.5
345,2022-01-15T09:00,18.3,95,0.0,914.2
346,2022-01-15T10:00,19.5,92,0.0,914.6
347,2022-01-15T11:00,20.9,88,0.0,915.0
348,2022-01-15T12:00,22.7,83,0.0,915.3
349,2022-01-15T13:00,25.1,76,0.0,915.7
350,2022-01-15T14:00,26.2,70,0.0,915.5
351,2022-01-15T15:00,27.4,66,0.2,914.9
352,2022-01-15T16:00,27.2,67,1.2,914.2
353,2022-01-15T17:00,26.3,69,0.6,913.3
354,2022-01-15T18:00,26.4,68,0.7,912.9
355,2022-01-15T19:00,25.2,76,1.6,912.3
356,2022-01-15T20:00,22.6,84,3.2,912.2
357,2022-01-15T21:00,20.5,89,1.2,912.0
358,2022-01-15T22:00,20.1,91,0.1,911.9
359,2022-01-15T23:00,19.6,92,0.0,912.4
360,2022-01-16T00:00,19.6,91,0.0,912.9
361,2022-01-16T01:00,19.7,89,0.0,913.3
362,2022-01-16T02:00,19.2,91,0.1,913.3
363,2022-01-16T03:00,19.2,91,0.0,912.8
364,2022-01-16T04:00,19.0,91,0.0,912.0
365,2022-01-16T05:00,18.0,92,0.0,911.2
366,2022-01-16T06:00,17.4,93,0.0,911.1
367,2022-01-16T07:00,17.2,93,0.0,911.0
368,2022-01-16T08:00,17.0,93,0.0,911.1
369,2022-01-16T09:00,17.3,94,0.0,911.6
370,2022-01-16T10:00,19.2,89,0.0,912.1
371,2022-01-16T11:00,21.0,82,0.0,912.2
372,2022-01-16T12:00,22.6,76,0.0,912.4
373,2022-01-16T13:00,23.6,73,0.6,912.5
374,2022-01-16T14:00,24.4,73,1.8,912.3
375,2022-01-16T15:00,24.0,75,0.1,911.5
376,2022-01-16T16:00,24.2,77,1.9,911.1
377,2022-01-16T17:00,24.5,75,1.4,911.0
378,2022-01-16T18:00,23.6,80,2.1,910.4
379,2022-01-16T19:00,22.4,86,2.9,909.5
380,2022-01-16T20:00,21.1,89,1.3,909.6
381,2022-01-16T21:00,19.6,91,0.7,909.5
382,2022-01-16T22:00,19.1,92,0.1,910.2
383,2022-01-16T23:00,18.9,93,0.0,910.9
384,2022-01-17T00:00,18.6,93,0.0,911.2
385,2022-01-17T01:00,18.4,94,0.0,911.4
386,2022-01-17T02:00,17.6,96,0.0,911.8
387,2022-01-17T03:00,17.3,96,0.0,911.6
388,2022-01-17T04:00,17.0,96,0.0,910.9
389,2022-01-17T05:00,16.8,96,0.0,910.5
390,2022-01-17T06:00,16.5,96,0.0,910.2
391,2022-01-17T07:00,16.3,97,0.0,910.1
392,2022-01-17T08:00,16.2,97,0.0,910.2
393,2022-01-17T09:00,16.5,97,0.0,910.9
394,2022-01-17T10:00,18.2,93,0.0,911.9
395,2022-01-17T11:00,20.0,87,0.0,912.2
396,2022-01-17T12:00,22.0,79,0.0,912.4
397,2022-01-17T13:00,23.4,72,0.0,912.3
398,2022-01-17T14:00,24.5,69,0.0,912.0
399,2022-01-17T15:00,24.8,70,0.4,911.2
400,2022-01-17T16:00,24.1,77,0.7,910.4
401,2022-01-17T17:00,25.1,70,0.3,910.2
402,2022-01-17T18:00,25.4,69,0.2,910.0
403,2022-01-17T19:00,24.9,74,0.4,909.5
404,2022-01-17T20:00,24.1,79,1.0,909.2
405,2022-01-17T21:00,23.1,84,0.8,909.4
406,2022-01-17T22:00,20.8,85,0.1,909.6
407,2022-01-17T23:00,20.0,88,0.0,910.0
408,2022-01-18T00:00,19.1,91,0.1,910.4
409,2022-01-18T01:00,18.8,92,0.3,910.9
410,2022-01-18T02:00,18.5,93,0.0,911.2
411,2022-01-18T03:00,18.3,94,0.0,911.2
412,2022-01-18T04:00,18.1,94,0.0,910.7
413,2022-01-18T05:00,17.9,94,0.0,910.0
414,2022-01-18T06:00,17.5,94,0.0,909.8
415,2022-01-18T07:00,17.3,94,0.0,910.1
416,2022-01-18T08:00,17.1,94,0.0,910.4
417,2022-01-18T09:00,17.4,94,0.0,911.4
418,2022-01-18T10:00,19.3,90,0.0,912.2
419,2022-01-18T11:00,21.1,85,0.0,912.7
420,2022-01-18T12:00,23.0,80,0.0,913.0
421,2022-01-18T13:00,25.1,73,0.0,913.2
422,2022-01-18T14:00,25.5,71,0.8,913.0
423,2022-01-18T15:00,25.6,70,1.0,912.6
424,2022-01-18T16:00,26.4,67,0.5,912.3
425,2022-01-18T17:00,26.8,65,0.5,911.8
426,2022-01-18T18:00,27.1,62,0.0,911.6
427,2022-01-18T19:00,27.0,63,0.0,911.2
428,2022-01-18T20:00,25.6,75,0.4,910.7
429,2022-01-18T21:00,23.6,83,0.4,910.5
430,2022-01-18T22:00,21.2,85,0.1,910.6
431,2022-01-18T23:00,20.5,86,0.0,911.4
432,2022-01-19T00:00,19.5,90,0.8,911.7
433,2022-01-19T01:00,19.4,89,0.3,912.3
434,2022-01-19T02:00,19.0,90,0.0,912.3
435,2022-01-19T03:00,18.8,91,0.0,912.1
436,2022-01-19T04:00,18.4,92,0.1,912.0
437,2022-01-19T05:00,18.2,92,0.0,911.8
438,2022-01-19T06:00,17.8,93,0.0,911.4
439,2022-01-19T07:00,17.3,94,0.4,911.6
440,2022-01-19T08:00,16.8,95,0.3,911.8
441,2022-01-19T09:00,17.0,96,0.2,912.5
442,2022-01-19T10:00,18.9,93,0.0,913.2
443,2022-01-19T11:00,20.9,88,0.0,913.8
444,2022-01-19T12:00,23.1,81,0.0,914.2
445,2022-01-19T13:00,25.2,74,0.0,914.4
446,2022-01-19T14:00,26.6,68,0.3,914.6
447,2022-01-19T15:00,27.9,60,0.0,914.5
448,2022-01-19T16:00,28.6,55,0.0,914.0
449,2022-01-19T17:00,28.7,51,0.0,913.3
450,2022-01-19T18:00,27.5,60,0.0,912.6
451,2022-01-19T19:00,25.0,72,0.0,911.7
452,2022-01-19T20:00,24.5,72,0.0,911.7
453,2022-01-19T21:00,23.4,79,0.0,912.0
454,2022-01-19T22:00,20.9,79,0.0,912.2
455,2022-01-19T23:00,20.2,79,0.1,912.5
456,2022-01-20T00:00,19.2,81,0.3,912.5
457,2022-01-20T01:00,18.7,82,0.0,912.9
458,2022-01-20T02:00,18.2,84,0.0,913.1
459,2022-01-20T03:00,17.7,86,0.0,912.9
460,2022-01-20T04:00,17.4,90,0.0,912.2
461,2022-01-20T05:00,17.2,92,0.0,911.9
462,2022-01-20T06:00,16.9,93,0.0,911.8
463,2022-01-20T07:00,16.7,93,0.0,911.6
464,2022-01-20T08:00,16.5,94,0.0,911.9
465,2022-01-20T09:00,16.8,93,0.0,912.6
466,2022-01-20T10:00,18.7,89,0.0,913.1
467,2022-01-20T11:00,20.6,83,0.0,913.3
468,2022-01-20T12:00,22.4,77,0.0,913.5
469,2022-01-20T13:00,24.5,72,0.0,913.7
470,2022-01-20T14:00,26.2,66,0.0,913.8
471,2022-01-20T15:00,26.9,62,0.0,913.4
472,2022-01-20T16:00,27.0,60,0.0,912.4
473,2022-01-20T17:00,27.4,58,0.0,911.9
474,2022-01-20T18:00,27.2,59,0.0,911.3
475,2022-01-20T19:00,26.8,61,0.0,910.8
476,2022-01-20T20:00,26.2,70,0.1,910.5
477,2022-01-20T21:00,24.0,78,0.3,910.5
478,2022-01-20T22:00,21.3,84,0.0,910.6
479,2022-01-20T23:00,20.2,87,0.0,910.7
480,2022-01-21T00:00,19.9,85,0.0,910.7
481,2022-01-21T01:00,19.5,86,0.0,911.0
482,2022-01-21T02:00,19.1,87,0.0,910.8
483,2022-01-21T03:00,18.8,88,0.0,910.4
484,2022-01-21T04:00,18.4,90,0.0,910.1
485,2022-01-21T05:00,18.1,92,0.0,909.8
486,2022-01-21T06:00,17.7,93,0.0,909.4
487,2022-01-21T07:00,17.4,93,0.0,909.4
488,2022-01-21T08:00,17.1,94,0.0,909.5
489,2022-01-21T09:00,17.3,93,0.0,910.0
490,2022-01-21T10:00,19.2,88,0.0,910.9
491,2022-01-21T11:00,21.0,83,0.0,911.5
492,2022-01-21T12:00,22.8,77,0.0,911.9
493,2022-01-21T13:00,24.5,71,0.0,911.9
494,2022-01-21T14:00,26.0,66,0.0,911.7
495,2022-01-21T15:00,27.5,62,0.0,911.5
496,2022-01-21T16:00,28.2,58,0.0,910.9
497,2022-01-21T17:00,28.3,56,0.0,910.2
498,2022-01-21T18:00,27.6,58,0.0,909.6
499,2022-01-21T19:00,26.8,64,0.0,909.0
500,2022-01-21T20:00,26.1,69,0.2,908.8
501,2022-01-21T21:00,23.4,80,0.8,908.5
502,2022-01-21T22:00,21.2,80,0.0,908.8
503,2022-01-21T23:00,20.4,82,0.0,909.5
504,2022-01-22T00:00,20.1,84,0.0,909.8
505,2022-01-22T01:00,19.6,87,0.0,910.3
506,2022-01-22T02:00,19.1,90,0.0,910.2
507,2022-01-22T03:00,18.8,93,0.0,910.1
508,2022-01-22T04:00,18.5,95,0.0,909.8
509,2022-01-22T05:00,18.3,96,0.0,909.5
510,2022-01-22T06:00,18.2,96,0.0,909.1
511,2022-01-22T07:00,18.0,96,0.0,909.2
512,2022-01-22T08:00,17.8,96,0.0,909.8
513,2022-01-22T09:00,18.8,95,0.0,910.7
514,2022-01-22T10:00,19.4,94,0.0,911.3
515,2022-01-22T11:00,19.9,93,0.0,911.4
516,2022-01-22T12:00,20.7,90,0.1,911.7
